descricao,ano_criacao,periodo_criacao,componentes,ch_matriz
Bacharelado em Engenharia de Computação (2018.1) - Campina Grande,2016,1,"Algoritmos e Programação, Inglês Instrumental, Introdução à Engenharia de Computação, Laboratório de Algoritmos e Programação, Medição Eletroeletrônica, Pré-Cálculo, Sistemas Digitais I, Cálculo I, Educação Ambiental e Sustentabilidade, Estatística Aplicada a Computação, Estruturas de Dados e Algoritmos, Laboratório de Estrutura de Dados e Algoritmos, Leitura e Produção de Textos, Sistemas Digitais II, Cálculo II, Laboratório de Programação Orientada a Objetos, Organização e Arquitetura de Computadores, Programação Orientada a Objetos, Relações Humanas no Trabalho, Teoria dos Grafos, Física Clássica, Metodologia da Pesquisa Científica, Microprocessadores e Microcontroladores, Sistemas Operacionais, Teoria da Computação, Álgebra Linear Aplicada a Computação, Bancos de Dados, Eletricidade e Eletromagnetismo, Projeto de Sistemas Digitais, Redes de Computadores, Inteligência Artificial, Métodos Numéricos, Padrões de Projetos, Sinais e Sistemas, Verificação Funcional de Sistemas Digitais, Análise e Projeto de Sistemas, Análise e Técnicas de Algorítimos, Circuitos Eletroeletrônicos, Desenho Assistido por Computador, Libras, Gerência de Projetos, Processamento Digital de Sinais, Sensores e Atuadores, Técnicas de Prototipagem, Teste de Software, Controle e Automação I, Empreendedorismo de Base Tecnológica, Projeto em Engenharia de Computação I, Sistemas Embarcados, Educação em Direitos Humanos, Educação em Diversidade, Projeto em Engenharia de Computação II, Álgebra Vetorial e Geometria Analítica, Cálculo III, Compiladores, Computação Pervasiva, Controle e Automação II, Coprojeto de Hardware e Software, Desenvolvimento de Sistemas para Web, Desenvolvimento para Dispositivos Móveis, Inovação Tecnológica, Inteligência de Negócio, Internet das Coisas, Mineração de Dados, Processamento Digital de Imagem, Robótica, Segurança da Informação, Sistemas Multiagente, Teoria da Informação e Codificação, Tópicos Especiais em Engenharia de Computação  I, Tópicos Especiais em Engenharia de Computação II",3618
Formação Inicial e Continuada em configuração e desenvolvimento de soluções de VoIP e IoT com Asterisk (2018.1) - João Pessoa,2018,1,Módulo 1 – VoIP e Asterisk,80
Formação Inicial e Continuada em Desenvolvimento de Aplicativos para Dispositivos Móveis - Campus Soledade,2018,1,"Banco de Dados, Desenvolvimento de Soluções Móveis, Programação de Computadores, Programação Orientada a Objetos, Projeto de Curso, Redes de Computadores e Computação para Internet",180
Formação Inicial e Continuada de Competências básicas para o ENEM - Esperança,2018,1,"Artes, Biologia, Educação Física, Filosofia, Física, Geografia, História, Inglês, Matemática, Produção Textual, Química",300
Formação Inicial e Continuada de Organizador de Eventos - Areia,2018,1,"Empreendedorismo, Etiqueta social aplicada em eventos, Gestão Comercial, Gestão de Custos, Higiene e Segurança do Trabalho, Logística aplicada a eventos, Planejamento e Organização de Eventos, Português Instrumental, Práticas aplicadas a eventos, Relações Humanas no Trabalho e Qualidade no Atendimento",200
Licenciatura em Ciências Biológicas - Cabedelo (2018.1),2018,1,"Biologia e Fisiologia Celular, Fundamentos da Biologia e Sistemática Filogenética, Fundamentos Filosóficos da Educação, Matemática Aplicada à Biologia, Metodologia Científica, Português Instrumental, Projeto Interdisciplinar I, Bioestatística, Biologia e Diversidade Vegetal, Ecologia, Fundamentos Sociais e Históricos da Educação, Prática como Componente Curricular I, Projeto Interdisciplinar II, Química Aplicada à Biologia, Zoologia dos Invertebrados, Anatomia Vegetal, Bioquímica, Ecologia Marinha, Embriologia e Histologia Animal, Física Aplicada à Biologia, Prática como Componente Curricular II, Projeto Interdisciplinar III, Psicologia da Aprendizagem, Didática Geral, Fisiologia Vegetal, Microbiologia, Prática como Componente Curricular III, Projeto Interdisciplinar IV, Sociologia Ambiental, Zoologia dos Vertebrados, Anatomia e Fisiologia Humana, Educação Ambiental, Estágio Supervisionado I, Genética Molecular, Libras - Linguas Brasileiras de Sinais, Metodologia e Instrumentação para o Ensino, Prática como Componente Curricular IV, Anatomia e Fisiologia Animal Comparada, Avaliação da Aprendizagem, Biologia da Conservação, Biotecnologia e Bioética, Estágio Supervisionado II, Genética de Populações, Optativa I, Prática como Componente Curricular V, Educação Inclusiva, Estágio Supervisionado III, Evolução e Biogeografia, Geologia e Paleontologia, Optativa II, Prática como Componente Curricular VI, Educação, Saúde e Meio Ambiente, Estágio Supervisionado IV, Optativa III, Políticas Educacionais e Gestão Escolar, Prática como Componente Curricular VII",3701
Licenciatura em Química (2018.1) - Sousa,2018,1,"Filosofia da Educação, História das Ciências, Inglês Instrumental, Introdução ao Cálculo, Leitura e Produção Textual, Química Experimental I, Química Geral I, Cálculo Aplicado à Química I, História da Educação, Prática Pedagógica I, Psicologia da Educação: Desenvolvimento e Aprendizagem, Química Experimental II, Química Geral II, Sociologia da Educação, Cálculo Aplicado à Química II, Didática I, Metodologia do Trabalho Científico, Prática Pedagógica II, Química Inorgânica I, Química Orgânica I, Didática II, Física Aplicada à Química I, Prática Pedagógica III, Química Computacional I, Química Inorgânica II, Química Orgânica II, Física Aplicada à Química II, Prática Pedagógica IV, Química Analítica Qualitativa, Química Orgânica III, Quimiometria, Físico-Química I, Materiais Alternativos, Pesquisa em Educação Química, Política e Gestão Escolar, Prática Pedagógica V, Química Analítica Quantitativa, Físico-Química II, Fundamentos e Práticas Curriculares na EJA, Libras - Linguas Brasileiras de Sinais, Prática Pedagógica VI, Seminário de Educação, Trabalho de Conclusão de Curso I, Bioquímica, Físico-Química III, Química Ambiental, Trabalho de Conclusão de Curso II",3085
Técnico em Mineração Integrado (2018.1) - Campina Grande,2018,1,"Biologia I, Desenho, Educação Física I, Filosofia I, Física I, Geografia I, Geologia Geral, Gestão e Legislação Mineral e Ambiental, Gestão e Psicologia das Organizações, História I, Informática Básica, Introdução à Mineração, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Topografia, Biologia II, Cominuição e Classificação, Educação Física II, Filosofia II, Física II, Geografia II, História II, Lavra de Minas a Céu Aberto, Lavra de Minas Subterrânea, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Mineralogia Aplicada, Perfuração e Desmonte de Rochas, Prospecção e Depósitos Minerais, Química II, Segurança do Trabalho, Sociologia II, Arte, Concentração Mineral, Educação Física III, Empreendedorismo, Filosofia III, Física III, Geografia III, Geoprocessamento, História III, Lavra e Beneficiamento de Rochas Ornamentais, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Máquinas e Equipamentos de Mineração, Matemática III, Mecânica das Rochas, Metodologia do Trabalho Cientifico, Projetos Mineiros, Sociologia III, Língua Espanhola",3419
Técnico em Geologia Integrado (2014.1) - Picuí,2012,2,"Artes, Biologia I, Desenho Básico e Técnico, Educação Física I, Filosofia I, Física I, Geografia I, Geologia Geral, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matematica I, Química I, Sociologia I, Biologia II, Educação Física II, Filosofia II, Física II, Geografia II, Geologia Estrutural, História II, Língua Estrangeira, Língua Portuguesa e Literatura Brasileira II, Matemática II, Mineração e Meio Ambiente, Mineralogia, Química II, Sociologia II, Topografia, Biologia III, Educação Física III, Filosofia III, Física III, Geofísica de Exploração, Geografia III, Geoprocessamento e Sensoriamento Remoto, História III, Língua Portuguesa e Literatura Brasileira III, Matemática III, Operação de Equipamento de Sondagem, Pesquisa e Prospecção Mineral, Petrografia ignea, Metamórfica e Sedimentar, Química III, Sociologia III, Depósitos Minerais e Geoquímica, Desenho Geológico, Empreendedorismo, Geologia do Petróleo, Hidrogeologia, Higiene e Segurança no Trabalho, Língua Portuguesa e Literatura Brasileira IV, Mapeamento Geológico, Matemática IV, Metodologia da Pesquisa Científica, Rochas Ornamentais e Minerais Industriais",3321
Pro ENEM em Matemática - João Pessoa,2018,1,Matemática aplicada ao ENEM,54
Técnico em Petróleo e Gás Integrado (2018.1) - Campina Grande,2009,2,"Arte, Biologia I, Desenho Básico, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Metodologia da Pesquisa Científica, Metrologia, Química I, Sociologia I, Biologia II, Educação Física II, Filosofia II, Física II, Geografia II, Geologia do Petróleo, História II, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Materiais para a Indústria do Petróleo, Perfuração e Completação de Poço, Processamento Primário de Fluidos, Química II, Sistemas Hidropneumáticos, Sociologia II, Tubulações Industriais, Análises Laboratoriais de Rochas e Fluidos, Armazenamento e Transporte de Petróleo e Derivados, Avaliação de Formação e Comportamento de Reservátorio, Educação Física III, Eletroeletrônica, Empreendedorismo, Filosofia III, Física III, Geografia III, Gestão Organizacional e Segurança do Trabalho, História III, Língua Portuguesa e Literatura Brasileira III, Manutenção Eletromecânica de Equipamentos de Superfície, Matemática III, Planejamento e Gerenciamento Ambiental, Química do Petróleo, Sociologia III, Língua Espanhola",3472
Técnico em Informática Integrado (2014) - Picuí,2014,1,"Algorítimos e Lógica de Programação, Artes, Biologia I, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Biologia II, Educação Física II, Estrutura de Dados, Filosofia II, Física II, Fundamentos de Hardware, Geografia II, História II, Língua Estrangeira, Língua Portuguesa e Literatura Brasileira II, Matemática II, Química II, Redes de Computadores, Sociologia II, Banco de Dados, Biologia III, Educação Física III, Filosofia III, Física III, Geografia III, História III, Língua Estrangeira Moderna II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Programação Orientada a Objetos, Química III, Sistemas Operacionais, Sociologia III, Análise e Projeto de Sistema, Desenvolvimento de Aplicações Web, Empreendedorismo, Higiene e Segurança do Trabalho, Língua Portuguesa e Literatura Brasileira IV, Matemática IV, Metodologia da Pesquisa Científica, Tópicos Especiais em Informática, Língua Espanhola",3217
Técnico em Informática Integrado (2018) - Picuí,2018,1,"Algoritmos e Lógica de Programação, Artes, Biologia I, Educação Física I, Filosofia I, Física I, Fundamentos de Hardware, Geografia I, História I, Informática Básica, Introdução a Programação Web, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sistemas Operacionais, Sociologia I, Banco de Dados, Biologia II, Desenvolvimento de Aplicações Web, Educação Física II, Filosofia II, Física II, Geografia II, História II, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia da Pesquisa Científica, Programação Orientada a Objetos, Química II, Sociologia II, Tópicos Especiais em Informática, Análise e Projeto de Sistema, Biologia III, Educação Física III, Empreendedorismo, Estrutura de Dados, Filosofia III, Física III, Geografia III, História III, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Química III, Redes de Computadores, Sociologia III, Tópicos Especiais em Informática II, Língua Espanhola",3308
Curso de Formação Inicial e Continuada de Extensão de Fotografia Artística - Módulo II,2018,1,"Arte e Fotografia, Câmeras Fotográficas, Prática de Fotografia Artística e Exposição",70
Mestrado Profissional em Educação Profissional e Tecnológica - ProfEPT - João Pessoa - Práticas Educativas em Educação Profissional e Tecnológica,2018,1,"Bases Conceituais para a Educação Profissional e Tecnológica, Metodologia da Pesquisa, Seminário da Pesquisa, Práticas Educativas em Educação Profissional e Tecnológica, Redação de Projeto de Pesquisa, Teorias e Práticas do Ensino e Aprendizagem, Prática de Ensino Orientada, Prática de Pesquisa Orientada, Avaliação nos Espaços Educativos, Ciência, Tecnologia, Sociedade e Ambiente, Currículo e Formação Integrada, Diversidade e Inclusão, Educação de Jovens e Adultos, Educação do Campo, Educação e Tecnologias, Espaços Não-Formais na Educação Profissional e Tecnológica, Formação de Professores para Educação Profissional e Tecnológica, História da Ciência, da Técnica e da Tecnologia, Juventude, Trabalho e Escola, Políticas Públicas em Educação Profissional e Tecnológica, Produção de Recursos Educacionais, Tópicos Especiais em Educação Profissional e Tecnológica",480
Tecnologia em Agroecologia (2016.1) - Campus Picuí,2016,1,"Bases Científicas da Agroecologia, Biologia Aplicada, Informática Básica, Inglês Instrumental, Matemática Aplicada, Metodologia Científica, Português Instrumental, Química Aplicada, Antropologia Cultural, Biomas e Ecologia da Caatinga, Bioquímica, Estatística Geral, Filosofia, Física Aplicada, Gênese, Morfologia e Classificação do Solo, Sociologia Rural, Topografia, Agroecologia Animal I, Agrometereologia, Botânica da Caatinga, Estatística Experimental, Fisiologia Vegetal, Microbiologia Agrícola, Química e Física do Solo, Relações de Gênero na Agricultura Familiar, Agricultura I, Agroecologia Animal II, Economia Solidária, Fertilidade do Solo e Nutrição de Plantas, Hidráulica Aplicada, Higiene e Segurança no Trabalho, Olericultura e Plantas Medicinais, Tecnologia e Produção de Sementes, Turismo e Meio Ambiente, Agricultura II, Agroecologia Animal III, Fruticultura Tropical, Irrigação e Drenagem, Legislação Agrária e Ambiental, Manejo Ecológico de Insetos, Doenças e Vegetação Espontânea, Políticas Públicas para Agricultura Familiar, Prevenção, Manejo e Recuperação de Áreas Degradadas, Beneficiamento e Processamento de Produtos Animais, Beneficiamento e Processamento de Produtos Vegetais, Comunicação e Métodos Participativos na Extensão Rural, Hidrologia e Gestão dos Recursos Hídricos no Semiárido, Legislação e Certificação dos Produtos de Base Ecológica, Produção de Mudas Nativas, Relações Humanas no Trabalho, Sistemas Agroflorestais na Caatinga, Vivências em Agroecologia, Espanhol Instrumental, Libras",2514
Formação Inicial e Continuada de Libras Básico - Campus Itaporanga,2018,2,Libras Básico,20
Formação Inicial e Continuada em Inglês Básico - Campus Itaporanga,2018,2,"Ética e Cidadania, Inglês Básico 1, Inglês Básico 2, Inglês Básico 3",160
Mestrado Profissional em Propriedade Intelectual e Transferência de Tecnologia para Inovação - PROFNIT - Campus Campina Grande,2018,2,"Conceitos e Aplicações de Propriedade Intelectual (PI), Metodologia da Pesquisa Científico-Tecnológica e Inovação, Prospecção Tecnológica, Conceitos e Aplicações de Transferência de Tecnologia (TT), Políticas Públicas de Ciência, Tecnologia e Inovação e o Estado Brasileiro, Seminário de Projeto de Mestrado, Exame de Qualificação, Seminário Integrador, Defesa de Trabalho de Conclusão, Oficina Profissional, Trabalho de Conclusão de Curso, Ambientes de Inovação e suas interações sistêmicas, Empreendedorismo em Setores Tecnológicos, Gestão da Transferência de Tecnologia em Ambientes de Inovação, Indicações Geográficas e Marcas Coletivas, Indicadores Científicos e Tecnológicos, Negociação, Contratos e Formalização de Transferência de Tecnologia, Pesquisa Tecnológica: Qualitativa e Quantitativa / Estatística Aplicada a PIETT, Projetos em Ciência, Tecnologia e Inovação, Propriedade Intelectual e suas vertentes em Biotecnologia Fármacos e Saúde, Propriedade Intelectual nas Indústrias Alimentícia e Química, Propriedade Intelectual no Agronegócio, Valoração Sistêmica de PIETT",525
Especialização em Higiene Ocupacional - Campus Patos,2018,2,"Estatística Aplicada à Higiene Ocupacional, Introdução à Higiene Ocupacional, Legislação Aplicação à Higiene Ocupacional, Agentes Biológicos, Agentes Físicos, Agentes Químicos, Instrumentação, Ergonomia, Metodologia da Pesquisa Científica, Sistemas de Gestão de SST, Trabalho de Conclusão de Curso",360
Formação Inicial e Continuada em configuração e desenvolvimento de soluções de VoIP e IoT com Asterisk (2018.1) - Módulo II - João Pessoa,2018,2,Módulo 2 – IoT e Asterisk,80
Formação Inicial e Continuada em Tecnologias Educativas,2018,2,"Apresentação de Slides, Computação para Internet, Editor de Texto, Informática Básica, Planilha Eletrônica, Projeto de Curso, Tecnologias Aplicadas à Educação",160
Tecnologia em Construção de Edifícios (2009.2) - Monteiro,2009,2,"Física, Inglês Técnico I, Leitura e Produção de Textos, Matemática, Química dos Materiais, Estatística, Informática Básica, Inglês Técnico II, Materiais de Construção, Mecânica dos Solos, Argamassas e Concretos, Desenho Técnico, Higiene e Segurança do Trabalho, Matemática Financeira, Projeto e Implantação do Canteiro de Obras, Desenho Arquitetônico, Ergonomia, Legislação Trabalhista e Previdenciária, Metodologia do Trabalho Científico, Topografia, Especificações e Orçamentos, Estabilidade das Construções, Estruturas de Concreto Armado, Planejamento e Controle de Obras, Sistemas Construtivos, Construções Metálicas e de Madeira, Estruturas de Contenção, Gestão de Empresas de Construção Civil, Instalações Hidrossanitárias e de Gás, Patologia das Construções, Avaliação pós-ocupação, Gerência de Suprimentos, Gestão de Recursos Humanos, Instalações Elétricas e Telefônicas, Qualidade na Construção Civil, Construções Industrializadas, Estágio Supervisionado ou TCC, Gerenciamento de Resíduos da Construção, Manutenção Predial, Projeto Integrador, Relações Humanas no Trabalho",2975
Formação Inicial e Continuada em Arduino e suas Tecnologias - Campus Itaporanga,2018,2,"Chips e Placas em Sistemas Embarcados, Introdução à Tecnologia Computacional, Linguagem Padrão do Arduino, Noções Básicas de Sistemas Digitais, Noções de Lógica da Programação, Primeiros Passos com Arduino, Projetos, Sensores e Módulo de Eletrônica Analógica, Sensores e Módulo de Eletrônica Digital, Tópicos Avançados",40
Especialização em Gestão dos Recursos Ambientais do Semiárido - Campus Picuí,2018,2,"Alternativas Agroindustriais para o Semiárido, Ecologia da Caatinga, Educação Ambiental, Espaço Sertanejo: o Homem, o Espaço e a Técnica, Geotecnologias e suas Aplicações, Gestão ecológica de bacias hidrográficas e recursos hídricos, Legislação Ambiental, Manejo e Produção de Pastagens Nativas, Matriz e Potencialidades Energéticas para o Semiárido, Metodologia da Pesquisa Científica, Monografia, Produção Orgânica Animal, Produção Orgânica Vegetal, Recuperação de Áreas Degredadas e Tecnologias Sustentáveis, Recursos Edáficos, Recursos Minerais",420
Tecnologia em Negócios Imobiliários - João Pessoa - PPC2018.2,2018,2,"Comunicação Organizacional, Fundamentos da Administração, Fundamentos da Construção Civil NI, Fundamentos da Metodologia, Fundamentos de Negócios Imobiliários, Informática Básica, Inglês Instrumental, Introdução ao Direito Público e Privado, Direito e Legislação Imobiliária, Economia e Mercado, Fundamentos da Arquitetura, Legislação Social, Matemática Financeira, Planejamento Urbano, Psicologia do Trabalho, Administração em Marketing, Avaliação de Imóveis, Contabilidade Geral, Contratos Imobiliários, Financiamento Habitacional, Operações Imobiliárias, Tributação e Seguros Imobiliários, Administração de Condomínios, Administração de Pessoas, Análise de Investimentos Imobiliários, Empreendedorismo, Estratégias de Comercialização, Locação e Administração de Imóveis, Libras, Métodos e Técnicas de Pesquisa, Saúde e Trabalho",1637
Licenciatura em Ciências Biológicas - Campus Princesa Isabel,2019,1,"Biologia e Fisiologia Celular, Fundamentos da Biologia e Sistemática Filogenética, Fundamentos Filosóficos da Educação, Matemática Aplicada, Metodologia Científica, Português Instrumental, Projeto Interdisciplinar I, Bioestatística, Biologia e Diversidade Vegetal, Ecologia, Fundamentos Sociais e Históricos da Educação, Prática como Componente Curricular I, Projeto Interdisciplinar II, Química Aplicada à Biologia, Zoologia dos Invertebrados, Anatomia Vegetal, Biodiversidade e conservação da Caatinga, Bioquímica, Embriologia e Histologia Animal, Física Aplicada à Biologia, Prática como Componente Curricular II, Projeto Interdisciplinar III, Psicologia da Aprendizagem, Didática Geral, Fisiologia Vegetal, Microbiologia, Prática como Componente Curricular - Modalidade da Educação e Inclusão Escolar III, Projeto Interdisciplinar IV, Sociologia Ambiental, Zoologia dos Vertebrados, Anatomia e Fisiologia Humana, Educação Ambiental, Estágio Curricular Supervisionado I, Genética Molecular, Libras - Linguas Brasileiras de Sinais, Metodologia e Instrumentação para o Ensino, Prática como Componente Curricular IV, Anatomia e Fisiologia Animal Comparada, Avaliação da Aprendizagem, Biologia da Conservação, Biotecnologia e Bioética, Estágio Curricular Supervisionado II, Genética de Populações, Prática como Componente Curricular V, Educação Inclusiva, Estágio Supervisionado III, Evolução e Biogeografia, Geologia e Paleontologia, Prática como Componente Curricular VI, Educação, Saúde e Meio Ambiente, Estágio Supervisionado IV, Políticas Educacionais e Gestão Escolar, Trabalho de Conclusão de Curso, Ambiente Virtual de Ensino e Aprendizagem, Fontes Alternativas de Energia, Gestão de Unidades de Conservação, História das Ciências Naturais, Inglês Instrumental, Introdução à economia ambiental, Tópicos Especiais em Biologia",3284
Especialização em Desenvolvimento e Meio Ambiente,2018,2,"Biomas Brasileiros, Educação Ambiental, Estudo de Impacto Ambiental (EIA)/Relatório de Impacto Ambiental (RIMA), Fontes de Energia, Fundamentos Teóricos de Meio Ambiente e Desenvolvimento Sustentável, Gestão Ambiental, Metodologia da Pesquisa Científica I, Metodologia da Pesquisa Científica II, Políticas Públicas e Legislação, Química Ambiental, Sociedade, Natureza e Desenvolvimento, Trabalho de Conclusão de Curso",420
Bacharelado em Engenharia Civil - Campus João Pessoa,2018,2,"Cálculo Diferencial e Integral I, Cálculo Vetorial e Geometria Analítica, Desenho Técnico, Introdução à Engenharia Civil, Português Instrumental, Química aplicada à engenharia, Sociologia, Algebra Linear, Cálculo Diferencial e Integral II, Ciência e Tecnologia dos Materiais, Desenho Auxiliado por Computador para Engenharia Civil, Física Geral I, Probabilidade e Estatística, Cálculo Diferencial e Integral III, Desenho Arquitetônico, Física Geral II, Introdução à Programação, Materiais de Construção Civil I, Topografia, EDO (Equações Diferenciais Ordinárias), Física Geral III, Geologia Aplicada, Materiais de Construção Civil II, Mecânica dos Fluídos, Mecânica Geral, Ciências do Ambiente, Eletrotécnica, Hidráulica, Mecânica dos Solos I, Metodologia do Trabalho Científico, Relações Humanas e Legislação do Trabalho, Resistência dos Materiais I, Estradas I, Hidrologia, Instalações Elétricas Prediais, Instalações Prediais Hidrossanitárias, Gás e Combate à Incêndio, Mecânica dos Solos II, Resistência dos Materiais II, Estradas II, Estruturas de Concreto Armado I, Segurança do Trabalho, Sistemas de Abastecimento de Água, Tecnologia das Construções I, Teoria das Estruturas I, Estruturas de Concreto Armado II, Estruturas Metálicas e de Madeira, Orçamento de Obras, Pavimentação, Tecnologia das Construções II, Teoria das Estruturas II, Administração e Empreendedorismo, Fundações e Estruturas de Contenções, Patologia das Construções, Planejamento e Gerenciamento de Obras, Qualidade na Construção, Sistema de Esgoto e Drenagem, Trabalho de Conclusão de Curso I, Estágio Supervisionado, Trabalho de Conclusão de Curso II, Alvenaria Estrutural, Barragens, Desempenho das Edificações, Estruturas de Concreto Protendido, Geoprocessamento para Engenharia Civil, Gerenciamento de Resíduos da Construção, Inovações Tecnológicas na Construção Civil, Libras, Licenciamento e Avaliação de Impactos Ambientais, Marketing Imobiliário, Materiais e Construções Sustentáveis, Plataforma BIM, Pontes, Recursos Hídricos, Sistemas de Transporte, Tópicos Especiais em Engenharia Civil",4001
Licenciatura em Matemática - Campus João Pessoa,2018,2,"Argumentação Matemática, Educação em Direitos Humanos, História da Educação, Matemática Fundamental, Matemática para o Ensino Médio I, Português Instrumental, Estrutura e Funcionamento da Educação Básica, Fundamentos da Trigonometria, Geometria Euclidiana Plana, Libras, Matemática para o Ensino Médio II, Psicologia da Educação, Álgebra Vetorial e Geometria Analítica, Cálculo Diferencial e Integral I, Didática Geral, Laboratório de Matemática I, Matemática para o Ensino Médio III, Cálculo Diferencial e Integral II, Desenho Geométrico, Educação Ambiental e Sustentabilidade, Física I, Geometria Espacial, Laboratório de Matemática II, Álgebra Linear, Cálculo Diferencial e Integral III, Estágio Supervisionado I, Física II, Gestão Educacional, Informática Aplicada ao Ensino da Matemática, Análise Combinatória e Probabilidade, Equações Diferenciais Ordinárias, Estágio Supervisionado II, Introdução à Teoria dos Números, Sociologia da Educação, Avaliação de Aprendizagem, Estágio Supervisionado III, Estatística, Estruturas Algébricas, Matemática Financeira, Pesquisa em Educação Matemática, Estágio Supervisionado IV, História da Matemática, Introdução à Análise Real, Trabalho de Conclusão de Curso - TCC, Equações Diferenciais Parcial, Estatística Computacional, História das Ciências, Inglês Instrumental, Tendências da Educação Matemática, Variáveis Complexas",3108
Técnico em Informática Integrado - Campus Santa Luzia,2018,2,"Algorítimos e Lógica de Programação, Artes, Biologia I, Educação Física I, Física I, Fundamentos de Hardware, Fundamentos de Informática, Geografia I, História I, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sistemas Operacionais, Banco de Dados, Biologia II, Desenvolvimento de Aplicações Web I, Educação Física II, Estrutura de Dados, Filosofia I, Física II, Geografia II, Higiene e Segurança no Trabalho, História II, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Programação Orientada a Objetos, Química II, Redes de Computadores, Sociologia I, Análise e Projeto de Sistema, Biologia III, Desenvolvimento de Aplicações Web II, Educação Física III, Empreendedorismo, Filosofia II, Física III, Geografia III, História III, LÍNGUA ESTRANGEIRA MODERNA - INGLÊS III, Língua Portuguesa e Literatura Brasileira III, Matemática III, Metodologia da Pesquisa Científica, Química III, Segurança, Sociologia II, Tópicos Especiais em Informática, Língua Espanhola I, Língua Espanhola II, Língua Espanhola III",3376
Bacharelado em Engenharia de Controle e Automação - Campus Cajazeiras,2018,2,"Cálculo Diferencial e Integral I, Cálculo Vetorial e Geometria Analítica, Ciências do Ambiente, Desenho Técnico I, Introdução à Engenharia de Controle e Automação, Introdução à Sociologia e Antropologia, Português Instrumental, Algebra Linear, Algorítimos e Lógica de Programação, Cálculo Diferencial e Integral II, Desenho Técnico II, Ética e Cidadania, Física Geral I, Química Aplicada à Engenharia, Administração e Empreendedorismo, Cálculo Diferencial e Integral III, Engenharia Econômica e Análise de Investimentos, Física Geral Eletromagnetismo, Probabilidade e Estatística, Programação Orientada a Objetos, Tecnologia dos Materiais, Análise de Sinais e Sistemas, Cálculo Diferencial e Integral IV, Equações Diferenciais Ordinárias, Mecânica Geral, Metodologia Científica, Planejamento e Controle da Produção, Segurança do Trabalho, Cálculo Numérico, Circuitos Elétricos I, Eletrônica I, Laboratório de Circúitos Elétricos, Laboratório de Eletrônica, Mecânica dos Fluídos, Redes de Computadores, Resistência dos Materiais I, Cinemática e Dinâmica, Circuitos Elétricos II, Eletrônica II, Laboratório de Sistemas Digitais, Mecânica dos Sólidos, Sistemas  Digitais, Termodinâmica Aplicada, Elementos de Máquinas, Instrumentação Eletrônica e Industrial, Laboratório de Máquinas Elétricas, Máquinas Elétricas, Processos de Fabricação I, Sistemas de Controle I, Sistemas Embarcados I, Eletrônica de Potência, Hidráulica / Pneumática, Processos de Fabricação II, Sistemas de Automação Industrial, Sistemas de Controle II, Instalações Elétricas, Laboratório de Instalações Elétricas, Manutenção Industrial, Projeto Integrador, Redes Industriais, Sistemas de Manufatura, Trabalho de Conclusão de Curso, Acionamentos Elétricos, Análise e Projeto de Sistemas, Banco de Dados, Controle Inteligente, Fontes Alternativas de Energia, Gerência de Projetos de Software, Interação Humano-Computador, Libras, Processamento de Imagem e Visão Computacional, Processos de Desenvolvimento de Software, Sistemas de Comunicação, Sistemas de Eventos Discretos, Sistemas de Medição, Sistemas Embarcados II, Sistemas Térmicos",3967
